fullVisitorId,channelGrouping,hits_time,geoNetwork_country,geoNetwork_city,totals_totalTransactionRevenue,totals_transactions,totals_timeOnSite,totals_pageviews,date,visitId,hits_type,hits_product_productRefundAmount,hits_product_productQuantity,hits_product_productPrice,hits_product_productRevenue,hits_product_productSKU,hits_product_v2ProductName,hits_product_v2ProductCategory,hits_product_productVariant,hits_item_currencyCode,hits_item_itemQuantity,hits_item_itemRevenue,hits_transaction_transactionRevenue,hits_transaction_transactionId,hits_page_pageTitle,hits_page_searchKeyword,hits_page_pagePathLevel1
5260253601763943122,Referral,1946986,United States,New York,144640000,1,1947,38,20170516,1494960788,PAGE,,1,38390000,40190000,GGOEGBRB073899,Google Laptop Tech Backpack,Backpacks,Single Option Only,USD,,,144640000,ORD201705163244,Checkout Confirmation,,/ordercompleted.html
4108727980162067222,Referral,1051939,United States,not available in demo dataset,800000000,1,1208,31,20170126,1485457042,PAGE,,50,7990000,400000000,GGOEYOCR078099,YouTube Spiral Journal with Pen,Notebooks & Journals,Single Option Only,USD,,,800000000,ORD201701262062,Checkout Confirmation,,/ordercompleted.html
4108727980162067222,Referral,1051939,United States,not available in demo dataset,800000000,1,1208,31,20170126,1485457042,PAGE,,50,7990000,400000000,GGOEGOCC077999,Google Spiral Journal with Pen,Office,Single Option Only,USD,,,800000000,ORD201701262062,Checkout Confirmation,,/ordercompleted.html
6896563323324288684,Referral,1949962,United States,Palo Alto,1028000000,1,1950,25,20170719,1500494518,PAGE,,5,79000000,397000000,GGOENEBQ079099,Nest® Protect Smoke + CO White Battery Alarm-USA,Nest-USA,Single Option Only,USD,,,1028000000,ORD201707192477,Checkout Confirmation,,/ordercompleted.html
6896563323324288684,Referral,1949962,United States,Palo Alto,1028000000,1,1950,25,20170719,1500494518,PAGE,,3,119000000,359000000,GGOENEBQ078999,Nest® Cam Outdoor Security Camera - USA,Nest-USA,Single Option Only,USD,,,1028000000,ORD201707192477,Checkout Confirmation,,/ordercompleted.html
6896563323324288684,Referral,1949962,United States,Palo Alto,1028000000,1,1950,25,20170719,1500494518,PAGE,,1,149000000,151000000,GGOENEBQ084699,Nest® Learning Thermostat 3rd Gen-USA - White,Nest-USA,Single Option Only,USD,,,1028000000,ORD201707192477,Checkout Confirmation,,/ordercompleted.html
6896563323324288684,Referral,1949962,United States,Palo Alto,1028000000,1,1950,25,20170719,1500494518,PAGE,,1,119000000,121000000,GGOENEBB078899,Nest® Cam Indoor Security Camera - USA,Nest-USA,Single Option Only,USD,,,1028000000,ORD201707192477,Checkout Confirmation,,/ordercompleted.html
960612167859203448,Direct,2095563,United States,not available in demo dataset,126880000,1,2156,28,20161202,1480693664,PAGE,,3,10990000,33970000,GGOEGDHC015299,23 oz Wide Mouth Sport Bottle,Drinkware,Single Option Only,USD,,,126880000,ORD201612022328,Checkout Confirmation,,/ordercompleted.html
960612167859203448,Direct,2095563,United States,not available in demo dataset,126880000,1,2156,28,20161202,1480693664,PAGE,,3,8990000,27970000,GGOEGFQB013799,Compact Selfie Stick,Lifestyle,Single Option Only,USD,,,126880000,ORD201612022328,Checkout Confirmation,,/ordercompleted.html
960612167859203448,Direct,2095563,United States,not available in demo dataset,126880000,1,2156,28,20161202,1480693664,PAGE,,3,10990000,33970000,GGOEGEFR024199,Metal Earbuds with Small Zipper Case,Electronics,Single Option Only,USD,,,126880000,ORD201612022328,Checkout Confirmation,,/ordercompleted.html
960612167859203448,Direct,2095563,United States,not available in demo dataset,126880000,1,2156,28,20161202,1480693664,PAGE,,3,9990000,30970000,GGOEGOCC077999,Google Spiral Journal with Pen,Office,Single Option Only,USD,,,126880000,ORD201612022328,Checkout Confirmation,,/ordercompleted.html
6179536686688111644,Organic Search,1318888,United States,not available in demo dataset,44960000,1,1319,33,20160922,1474574487,PAGE,,2,6990000,14980000,GGOEYOLR018699,YouTube Leatherette Notebook Combo,(not set),Single Option Only,USD,,,44960000,ORD201609221701,Checkout Confirmation,,/ordercompleted.html
6179536686688111644,Organic Search,1318888,United States,not available in demo dataset,44960000,1,1319,33,20160922,1474574487,PAGE,,1,10990000,11990000,GGOEYHPB072210,YouTube Twill Cap,(not set),Single Option Only,USD,,,44960000,ORD201609221701,Checkout Confirmation,,/ordercompleted.html
6179536686688111644,Organic Search,1318888,United States,not available in demo dataset,44960000,1,1319,33,20160922,1474574487,PAGE,,1,16990000,17990000,GGOEYAAB031813,YouTube Men's Short Sleeve Hero Tee Black,(not set), SM,USD,,,44960000,ORD201609221701,Checkout Confirmation,,/ordercompleted.html
2542663761229463199,Referral,1258685,United States,Mountain View,44960000,1,1259,19,20161129,1480454168,PAGE,,1,16990000,17323333,GGOEGAAQ010414,Google Men's 100% Cotton Short Sleeve Hero Tee White,Apparel, MD,USD,,,44960000,ORD201611293302,Checkout Confirmation,,/ordercompleted.html
2542663761229463199,Referral,1258685,United States,Mountain View,44960000,1,1259,19,20161129,1480454168,PAGE,,1,18990000,19323333,GGOEADHH073999,Android 17oz Stainless Steel Sport Bottle,Drinkware,Single Option Only,USD,,,44960000,ORD201611293302,Checkout Confirmation,,/ordercompleted.html
2542663761229463199,Referral,1258685,United States,Mountain View,44960000,1,1259,19,20161129,1480454168,PAGE,,2,3990000,8313333,GGOEGOAA017099,Ballpoint Stick Pen 4 Pack,Office,Single Option Only,USD,,,44960000,ORD201611293302,Checkout Confirmation,,/ordercompleted.html
5112140258403327266,Referral,1129394,United States,Chicago,68160000,1,1129,23,20160927,1474995047,PAGE,,1,19190000,20440000,GGOEGAWR061148,Google Onesie Red,(not set), 6M,USD,,,68160000,ORD201609271780,Checkout Confirmation,,/ordercompleted.html
5112140258403327266,Referral,1129394,United States,Chicago,68160000,1,1129,23,20160927,1474995047,PAGE,,1,15190000,16440000,GGOEGAAJ032314,Google Men's Short Sleeve Hero Tee Charcoal,(not set), MD,USD,,,68160000,ORD201609271780,Checkout Confirmation,,/ordercompleted.html
5112140258403327266,Referral,1129394,United States,Chicago,68160000,1,1129,23,20160927,1474995047,PAGE,,1,15190000,16440000,GGOEGAAJ032315,Google Men's Short Sleeve Hero Tee Charcoal,(not set), LG,USD,,,68160000,ORD201609271780,Checkout Confirmation,,/ordercompleted.html
5112140258403327266,Referral,1129394,United States,Chicago,68160000,1,1129,23,20160927,1474995047,PAGE,,1,13590000,14840000,GGOEGAXR065129,Google Toddler Short Sleeve Tee Red,(not set), 3T,USD,,,68160000,ORD201609271780,Checkout Confirmation,,/ordercompleted.html
2018356319850533895,Referral,891844,United States,New York,68160000,1,892,34,20170427,1493342392,PAGE,,1,31350000,33100000,GGOEYAQB073215,YouTube Women's Fleece Hoodie Black,Apparel, LG,USD,,,68160000,ORD201704272676,Checkout Confirmation,,/ordercompleted.html
2018356319850533895,Referral,891844,United States,New York,68160000,1,892,34,20170427,1493342392,PAGE,,1,3990000,5740000,GGOEGBJC019999,Collapsible Shopping Bag,Bags,Single Option Only,USD,,,68160000,ORD201704272676,Checkout Confirmation,,/ordercompleted.html
2018356319850533895,Referral,891844,United States,New York,68160000,1,892,34,20170427,1493342392,PAGE,,1,10630000,12380000,GGOEGALP034314,Google Women's Vintage Hero Tee Lavender,Apparel, MD,USD,,,68160000,ORD201704272676,Checkout Confirmation,,/ordercompleted.html
2018356319850533895,Referral,891844,United States,New York,68160000,1,892,34,20170427,1493342392,PAGE,,1,15190000,16940000,GGOEGALJ073314,Google Women's Short Sleeve Hero Tee Heather,Apparel, MD,USD,,,68160000,ORD201704272676,Checkout Confirmation,,/ordercompleted.html
270944238136902168,Referral,962996,United States,Kirkland,232000000,1,963,15,20161103,1478206439,PAGE,,1,79000000,81000000,GGOENEBQ079199,Nest® Protect Smoke + CO White Wired Alarm-USA,Nest-USA,Single Option Only,USD,,,232000000,ORD201611032032,Checkout Confirmation,,/ordercompleted.html
270944238136902168,Referral,962996,United States,Kirkland,232000000,1,963,15,20161103,1478206439,PAGE,,1,149000000,151000000,GGOENEBJ079499,Nest® Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,Single Option Only,USD,,,232000000,ORD201611032032,Checkout Confirmation,,/ordercompleted.html
6221982331971654810,Referral,556310,United States,not available in demo dataset,232000000,1,556,23,20161120,1479707217,PAGE,,1,149000000,151000000,GGOENEBJ079499,Nest® Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,Single Option Only,USD,,,232000000,ORD201611201675,Checkout Confirmation,,/ordercompleted.html
6221982331971654810,Referral,556310,United States,not available in demo dataset,232000000,1,556,23,20161120,1479707217,PAGE,,1,79000000,81000000,GGOENEBQ079199,Nest® Protect Smoke + CO White Wired Alarm-USA,Nest-USA,Single Option Only,USD,,,232000000,ORD201611201675,Checkout Confirmation,,/ordercompleted.html
0053544367470918772,Organic Search,302802,United States,Chicago,232000000,1,303,19,20161201,1480607692,PAGE,,1,149000000,151000000,GGOENEBJ079499,Nest® Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,Single Option Only,USD,,,232000000,ORD201612012828,Checkout Confirmation,,/ordercompleted.html
0053544367470918772,Organic Search,302802,United States,Chicago,232000000,1,303,19,20161201,1480607692,PAGE,,1,79000000,81000000,GGOENEBQ079199,Nest® Protect Smoke + CO White Wired Alarm-USA,Nest-USA,Single Option Only,USD,,,232000000,ORD201612012828,Checkout Confirmation,,/ordercompleted.html
2580392248531850721,Direct,536282,United States,Mountain View,232000000,1,536,15,20161208,1481259935,PAGE,,1,149000000,151000000,GGOENEBJ079499,Nest® Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,Single Option Only,USD,,,232000000,ORD201612082973,Checkout Confirmation,,/ordercompleted.html
2580392248531850721,Direct,536282,United States,Mountain View,232000000,1,536,15,20161208,1481259935,PAGE,,1,79000000,81000000,GGOENEBQ079199,Nest® Protect Smoke + CO White Wired Alarm-USA,Nest-USA,Single Option Only,USD,,,232000000,ORD201612082973,Checkout Confirmation,,/ordercompleted.html
6154266931803349439,Referral,295196,United States,San Jose,232000000,1,295,13,20170108,1483921797,PAGE,,1,79000000,81000000,GGOENEBQ079099,Nest® Protect Smoke + CO White Battery Alarm-USA,Nest-USA,Single Option Only,USD,,,232000000,ORD201701081359,Checkout Confirmation,,/ordercompleted.html
6154266931803349439,Referral,295196,United States,San Jose,232000000,1,295,13,20170108,1483921797,PAGE,,1,149000000,151000000,GGOENEBJ079499,Nest® Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,Single Option Only,USD,,,232000000,ORD201701081359,Checkout Confirmation,,/ordercompleted.html
6517639033691923762,Direct,659654,United States,not available in demo dataset,232000000,1,660,18,20170122,1485121828,PAGE,,1,79000000,81000000,GGOENEBQ079099,Nest® Protect Smoke + CO White Battery Alarm-USA,Nest-USA,Single Option Only,USD,,,232000000,ORD201701221447,Checkout Confirmation,,/ordercompleted.html
6517639033691923762,Direct,659654,United States,not available in demo dataset,232000000,1,660,18,20170122,1485121828,PAGE,,1,149000000,151000000,GGOENEBJ079499,Nest® Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,Single Option Only,USD,,,232000000,ORD201701221447,Checkout Confirmation,,/ordercompleted.html
2889583438143103113,Direct,2251993,United States,not available in demo dataset,232000000,1,2252,14,20170124,1485286496,PAGE,,1,79000000,81000000,GGOENEBQ079099,Nest® Protect Smoke + CO White Battery Alarm-USA,Nest-USA,Single Option Only,USD,,,232000000,ORD201701243363,Checkout Confirmation,,/ordercompleted.html
2889583438143103113,Direct,2251993,United States,not available in demo dataset,232000000,1,2252,14,20170124,1485286496,PAGE,,1,149000000,151000000,GGOENEBJ079499,Nest® Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,Single Option Only,USD,,,232000000,ORD201701243363,Checkout Confirmation,,/ordercompleted.html
7103216258228635585,Referral,471588,United States,Palo Alto,232000000,1,472,19,20170202,1486094038,PAGE,,1,79000000,81000000,GGOENEBQ079199,Nest® Protect Smoke + CO White Wired Alarm-USA,Nest-USA,Single Option Only,USD,,,232000000,ORD201702022172,Checkout Confirmation,,/ordercompleted.html
7103216258228635585,Referral,471588,United States,Palo Alto,232000000,1,472,19,20170202,1486094038,PAGE,,1,149000000,151000000,GGOENEBJ079499,Nest® Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,Single Option Only,USD,,,232000000,ORD201702022172,Checkout Confirmation,,/ordercompleted.html
2025113689791299310,Referral,267155,United States,Sunnyvale,232000000,1,797,13,20170208,1486602960,PAGE,,1,79000000,81000000,GGOENEBQ079099,Nest® Protect Smoke + CO White Battery Alarm-USA,Nest-USA,Single Option Only,USD,,,232000000,ORD201702082163,Checkout Confirmation,,/ordercompleted.html
2025113689791299310,Referral,267155,United States,Sunnyvale,232000000,1,797,13,20170208,1486602960,PAGE,,1,149000000,151000000,GGOENEBJ079499,Nest® Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,Single Option Only,USD,,,232000000,ORD201702082163,Checkout Confirmation,,/ordercompleted.html
9427951936260554773,Direct,377462,United States,Sunnyvale,232000000,1,377,17,20170221,1487716965,PAGE,,1,79000000,81000000,GGOENEBQ079199,Nest® Protect Smoke + CO White Wired Alarm-USA,Nest-USA,Single Option Only,USD,,,232000000,ORD201702212220,Checkout Confirmation,,/ordercompleted.html
9427951936260554773,Direct,377462,United States,Sunnyvale,232000000,1,377,17,20170221,1487716965,PAGE,,1,149000000,151000000,GGOENEBJ079499,Nest® Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,Single Option Only,USD,,,232000000,ORD201702212220,Checkout Confirmation,,/ordercompleted.html
0354672616505355722,Referral,775871,United States,Mountain View,232000000,1,776,21,20170629,1498743997,PAGE,,1,79000000,81000000,GGOENEBQ079199,Nest® Protect Smoke + CO White Wired Alarm-USA,Nest-USA,Single Option Only,USD,,,232000000,ORD201706292598,Checkout Confirmation,,/ordercompleted.html
0354672616505355722,Referral,775871,United States,Mountain View,232000000,1,776,21,20170629,1498743997,PAGE,,1,149000000,151000000,GGOENEBJ079499,Nest® Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,Single Option Only,USD,,,232000000,ORD201706292598,Checkout Confirmation,,/ordercompleted.html
274423694139432964,Referral,2217873,United States,Mountain View,232000000,1,2218,20,20170717,1500324299,PAGE,,1,149000000,151000000,GGOENEBJ079499,Nest® Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,Single Option Only,USD,,,232000000,ORD201707172517,Checkout Confirmation,,/ordercompleted.html
274423694139432964,Referral,2217873,United States,Mountain View,232000000,1,2218,20,20170717,1500324299,PAGE,,1,79000000,81000000,GGOENEBQ079099,Nest® Protect Smoke + CO White Battery Alarm-USA,Nest-USA,Single Option Only,USD,,,232000000,ORD201707172517,Checkout Confirmation,,/ordercompleted.html
6773674968660361864,Direct,655498,United States,San Francisco,460000000,2,671,28,20170306,1488861751,PAGE,,2,79000000,162000000,GGOENEBQ079099,Nest® Protect Smoke + CO White Battery Alarm-USA,Nest-USA,Single Option Only,USD,,,162000000,ORD201703062214,Checkout Confirmation,,/ordercompleted.html
6773674968660361864,Direct,413307,United States,San Francisco,460000000,2,671,28,20170306,1488861751,PAGE,,2,149000000,302000000,GGOENEBJ079499,Nest® Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA, GREY,USD,,,302000000,ORD201703062214,Checkout Confirmation,,/ordercompleted.html
8122694962411409715,Direct,2734048,United States,San Francisco,460000000,1,2734,26,20170411,1491965002,PAGE,,2,149000000,300000000,GGOENEBQ084699,Nest® Learning Thermostat 3rd Gen-USA - White,Nest-USA, WHITE,USD,,,460000000,ORD201704112286,Checkout Confirmation,,/ordercompleted.html
8122694962411409715,Direct,2734048,United States,San Francisco,460000000,1,2734,26,20170411,1491965002,PAGE,,2,79000000,160000000,GGOENEBQ079099,Nest® Protect Smoke + CO White Battery Alarm-USA,Nest-USA,Single Option Only,USD,,,460000000,ORD201704112286,Checkout Confirmation,,/ordercompleted.html
1243629301780434265,Referral,741295,United States,New York,688000000,1,741,15,20170627,1498590286,PAGE,,3,149000000,448500000,GGOENEBJ079499,Nest® Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,Single Option Only,USD,,,688000000,ORD201706272612,Checkout Confirmation,,/ordercompleted.html
1243629301780434265,Referral,741295,United States,New York,688000000,1,741,15,20170627,1498590286,PAGE,,2,119000000,239500000,GGOENEBQ078999,Nest® Cam Outdoor Security Camera - USA,Nest-USA,Single Option Only,USD,,,688000000,ORD201706272612,Checkout Confirmation,,/ordercompleted.html
372706149688864468,Referral,4573222,United States,not available in demo dataset,892800000,2,4573,28,20170120,1484942330,PAGE,,170,790000,136300000,GGOEGGOA017399,Maze Pen,Office,Single Option Only,USD,,,616300000,ORD201701201858,Checkout Confirmation,,/ordercompleted.html
372706149688864468,Referral,4573222,United States,not available in demo dataset,892800000,2,4573,28,20170120,1484942330,PAGE,,200,2390000,480000000,GGOEGDHC018299,Google 22 oz Water Bottle,Drinkware, BLUE,USD,,,616300000,ORD201701201858,Checkout Confirmation,,/ordercompleted.html
372706149688864468,Referral,4188634,United States,not available in demo dataset,892800000,2,4573,28,20170120,1484942330,PAGE,,350,790000,280500000,GGOEGGOA017399,Maze Pen,Office,Single Option Only,USD,,,280500000,ORD201701201858,Checkout Confirmation,,/ordercompleted.html
0276648651758070096,Direct,960480,United States,not available in demo dataset,73600000,1,1092,32,20160815,1471321755,PAGE,,1,16990000,18323333,GGOEGALQ034215,Google Women's Hero V-Neck Tee White,(not set), LG,USD,,,73600000,ORD201608152126,Checkout Confirmation,,/ordercompleted.html
0276648651758070096,Direct,960480,United States,not available in demo dataset,73600000,1,1092,32,20160815,1471321755,PAGE,,1,24990000,26323333,GGOEGAEC033114,Google Long Sleeve Raglan Badge Henley Ocean Blue,(not set), MD,USD,,,73600000,ORD201608152126,Checkout Confirmation,,/ordercompleted.html
0276648651758070096,Direct,960480,United States,not available in demo dataset,73600000,1,1092,32,20160815,1471321755,PAGE,,1,16990000,18323333,GGOEGALQ034214,Google Women's Hero V-Neck Tee White,(not set), MD,USD,,,73600000,ORD201608152126,Checkout Confirmation,,/ordercompleted.html
5322690074666592493,Organic Search,584613,United States,not available in demo dataset,196480000,1,585,42,20161011,1476197699,PAGE,,1,10990000,11740000,GGOEGEFR024199,Metal Earbuds with Small Zipper Case,(not set),Single Option Only,USD,,,196480000,ORD201610112128,Checkout Confirmation,,/ordercompleted.html
5322690074666592493,Organic Search,584613,United States,not available in demo dataset,196480000,1,585,42,20161011,1476197699,PAGE,,5,3500000,18250000,GGOEGHGH019699,Google Sunglasses,(not set), GREEN,USD,,,196480000,ORD201610112128,Checkout Confirmation,,/ordercompleted.html
5322690074666592493,Organic Search,584613,United States,not available in demo dataset,196480000,1,585,42,20161011,1476197699,PAGE,,1,9990000,10740000,GGOEGBJC014399,Google Tote Bag,(not set),Single Option Only,USD,,,196480000,ORD201610112128,Checkout Confirmation,,/ordercompleted.html
5322690074666592493,Organic Search,584613,United States,not available in demo dataset,196480000,1,585,42,20161011,1476197699,PAGE,,5,3500000,18250000,GGOEGHGC019799,Google Sunglasses,(not set), BLUE,USD,,,196480000,ORD201610112128,Checkout Confirmation,,/ordercompleted.html
5322690074666592493,Organic Search,584613,United States,not available in demo dataset,196480000,1,585,42,20161011,1476197699,PAGE,,10,2990000,30650000,GGOEGDHC018299,Google 22 oz Water Bottle,(not set), BLUE,USD,,,196480000,ORD201610112128,Checkout Confirmation,,/ordercompleted.html
5322690074666592493,Organic Search,584613,United States,not available in demo dataset,196480000,1,585,42,20161011,1476197699,PAGE,,25,1990000,50500000,GGOEGFSR022099,Google Kick Ball,(not set),Single Option Only,USD,,,196480000,ORD201610112128,Checkout Confirmation,,/ordercompleted.html
5322690074666592493,Organic Search,584613,United States,not available in demo dataset,196480000,1,585,42,20161011,1476197699,PAGE,,10,2990000,30650000,GGOEGDHR018499,Google 22 oz Water Bottle,(not set), RED,USD,,,196480000,ORD201610112128,Checkout Confirmation,,/ordercompleted.html
5322690074666592493,Organic Search,584613,United States,not available in demo dataset,196480000,1,585,42,20161011,1476197699,PAGE,,5,4990000,25700000,GGOEGESC014099,Rocket Flashlight,(not set),Single Option Only,USD,,,196480000,ORD201610112128,Checkout Confirmation,,/ordercompleted.html
5290098351647412370,Referral,570690,United States,New York,114560000,1,571,31,20160929,1475179893,PAGE,,1,15190000,17440000,GGOEGAAJ032616,Google Men's Short Sleeve Badge Tee Charcoal,(not set), XL,USD,,,114560000,ORD201609291767,Checkout Confirmation,,/ordercompleted.html
5290098351647412370,Referral,570690,United States,New York,114560000,1,571,31,20160929,1475179893,PAGE,,1,30390000,32640000,GGOEGAXJ065728,Google Toddler 1/4 Zip Fleece Pewter,(not set), 2T,USD,,,114560000,ORD201609291767,Checkout Confirmation,,/ordercompleted.html
5290098351647412370,Referral,570690,United States,New York,114560000,1,571,31,20160929,1475179893,PAGE,,1,27990000,30240000,GGOEAAEJ033416,Android Men's Long Sleeve Badge Crew Tee Heather,(not set), XL,USD,,,114560000,ORD201609291767,Checkout Confirmation,,/ordercompleted.html
5290098351647412370,Referral,570690,United States,New York,114560000,1,571,31,20160929,1475179893,PAGE,,1,31990000,34240000,GGOEGAEL031116,Google Heavyweight Long Sleeve Hero Tee Navy,(not set), XL,USD,,,114560000,ORD201609291767,Checkout Confirmation,,/ordercompleted.html
6859653115224439411,Referral,246502,United States,San Francisco,114560000,1,247,11,20170320,1490056433,PAGE,,4,26390000,114560000,GGOEGOCD078199,Google Leather Journal-Brown,Notebooks & Journals, BROWN,USD,,,114560000,ORD201703201900,Checkout Confirmation,,/ordercompleted.html
2349699258952144857,Organic Search,1768259,United States,Houston,55840000,1,1768,30,20170510,1494425119,PAGE,,1,2990000,4275714,GGOEGDHR018499,Google 22 oz Water Bottle,Drinkware, RED,USD,,,55840000,ORD201705102150,Checkout Confirmation,,/ordercompleted.html
2349699258952144857,Organic Search,1768259,United States,Houston,55840000,1,1768,30,20170510,1494425119,PAGE,,6,1990000,13225714,GGOEGOFH020299,Galaxy Screen Cleaning Cloth,Office,Single Option Only,USD,,,55840000,ORD201705102150,Checkout Confirmation,,/ordercompleted.html
2349699258952144857,Organic Search,1768259,United States,Houston,55840000,1,1768,30,20170510,1494425119,PAGE,,1,4990000,6275714,GGOEGBMJ013399,Sport Bag,Bags,Single Option Only,USD,,,55840000,ORD201705102150,Checkout Confirmation,,/ordercompleted.html
2349699258952144857,Organic Search,1768259,United States,Houston,55840000,1,1768,30,20170510,1494425119,PAGE,,1,2990000,4275714,GGOEGDHC018299,Google 22 oz Water Bottle,Drinkware, BLUE,USD,,,55840000,ORD201705102150,Checkout Confirmation,,/ordercompleted.html
2349699258952144857,Organic Search,1768259,United States,Houston,55840000,1,1768,30,20170510,1494425119,PAGE,,6,1990000,13225714,GGOEGOXQ016399,Badge Holder,Office,Single Option Only,USD,,,55840000,ORD201705102150,Checkout Confirmation,,/ordercompleted.html
2349699258952144857,Organic Search,1768259,United States,Houston,55840000,1,1768,30,20170510,1494425119,PAGE,,6,1500000,10285714,GGOEGODR017799,Recycled Mouse Pad,Electronics,Single Option Only,USD,,,55840000,ORD201705102150,Checkout Confirmation,,/ordercompleted.html
2349699258952144857,Organic Search,1768259,United States,Houston,55840000,1,1768,30,20170510,1494425119,PAGE,,1,2990000,4275714,GGOEGFKQ020799,Google Doodle Decal,Office,Single Option Only,USD,,,55840000,ORD201705102150,Checkout Confirmation,,/ordercompleted.html
841136303058725445,Referral,329195,United States,not available in demo dataset,916000000,2,613,31,20161213,1481658056,PAGE,,50,3190000,160000000,GGOEGOCC017599,Recycled Paper Journal Set,Office, BLUE,USD,,,458500000,ORD201612133208,Checkout Confirmation,,/ordercompleted.html
841136303058725445,Referral,612795,United States,not available in demo dataset,916000000,2,613,31,20161213,1481658056,PAGE,,50,3190000,160000000,GGOEGOCR017899,Recycled Paper Journal Set,Office, RED,USD,,,458500000,ORD201612133208,Checkout Confirmation,,/ordercompleted.html
841136303058725445,Referral,612795,United States,not available in demo dataset,916000000,2,613,31,20161213,1481658056,PAGE,,2,149000000,298500000,GGOENEBJ079499,Nest® Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,Single Option Only,USD,,,458500000,ORD201612133208,Checkout Confirmation,,/ordercompleted.html
841136303058725445,Referral,329195,United States,not available in demo dataset,916000000,2,613,31,20161213,1481658056,PAGE,,2,149000000,298500000,GGOENEBJ079499,Nest® Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,Single Option Only,USD,,,458500000,ORD201612133208,Checkout Confirmation,,/ordercompleted.html
3154678850774412291,Referral,163972,United States,Santa Clara,120000000,1,164,11,20161230,1483159503,PAGE,,1,119000000,120000000,GGOENEBQ078999,Nest® Cam Outdoor Security Camera - USA,Nest-USA,Single Option Only,USD,,,120000000,ORD20161230988,Checkout Confirmation,,/ordercompleted.html
3039060719981952485,Referral,246561,United States,Sunnyvale,120000000,1,916,13,20161014,1476456026,PAGE,,1,119000000,120000000,GGOENEBB078899,Nest® Cam Indoor Security Camera - USA,Nest-USA,Single Option Only,USD,,,120000000,ORD201610141732,Checkout Confirmation,,/ordercompleted.html
6930163460453938850,Referral,356940,United States,Seattle,120000000,1,357,14,20161017,1476718973,PAGE,,1,119000000,120000000,GGOENEBQ078999,Nest® Cam Outdoor Security Camera - USA,Nest-USA,Single Option Only,USD,,,120000000,ORD201610171789,Checkout Confirmation,,/ordercompleted.html
9200197156937356142,Direct,438309,United States,not available in demo dataset,120000000,1,438,16,20161030,1477890815,PAGE,,1,119000000,120000000,GGOENEBQ078999,Nest® Cam Outdoor Security Camera - USA,Nest-USA,Single Option Only,USD,,,120000000,ORD201610301169,Checkout Confirmation,,/ordercompleted.html
5315932911883878550,Direct,336668,United States,Mountain View,120000000,1,415,17,20161031,1477932199,PAGE,,1,119000000,120000000,GGOENEBQ078999,Nest® Cam Outdoor Security Camera - USA,Nest-USA,Single Option Only,USD,,,120000000,ORD201610313858,Checkout Confirmation,,/ordercompleted.html
4408476978270760703,Direct,205414,United States,New York,120000000,1,205,9,20161101,1478025844,PAGE,,1,119000000,120000000,GGOENEBB078899,Nest® Cam Indoor Security Camera - USA,Nest-USA,Single Option Only,USD,,,120000000,ORD201611011532,Checkout Confirmation,,/ordercompleted.html
4832480784178768327,Direct,765604,United States,Mountain View,120000000,1,766,15,20161101,1478035526,PAGE,,1,119000000,120000000,GGOENEBB078899,Nest® Cam Indoor Security Camera - USA,Nest-USA,Single Option Only,USD,,,120000000,ORD201611011739,Checkout Confirmation,,/ordercompleted.html
9066233358684604661,Direct,541245,United States,Mountain View,120000000,1,541,24,20161101,1478033141,PAGE,,1,119000000,120000000,GGOENEBQ078999,Nest® Cam Outdoor Security Camera - USA,Nest-USA,Single Option Only,USD,,,120000000,ORD201611011883,Checkout Confirmation,,/ordercompleted.html
3267897881908443604,Direct,1527617,United States,Mountain View,120000000,1,1528,17,20161102,1478103277,PAGE,,1,119000000,120000000,GGOENEBQ078999,Nest® Cam Outdoor Security Camera - USA,Nest-USA,Single Option Only,USD,,,120000000,ORD201611021881,Checkout Confirmation,,/ordercompleted.html
3213627642791233760,Direct,161419,United States,Mountain View,120000000,1,161,9,20161103,1478207364,PAGE,,1,119000000,120000000,GGOENEBB078899,Nest® Cam Indoor Security Camera - USA,Nest-USA,Single Option Only,USD,,,120000000,ORD201611031764,Checkout Confirmation,,/ordercompleted.html
4027341166422408781,Referral,579162,United States,San Francisco,120000000,1,603,18,20161104,1478290144,PAGE,,1,119000000,120000000,GGOENEBB078899,Nest® Cam Indoor Security Camera - USA,Nest-USA,Single Option Only,USD,,,120000000,ORD201611041831,Checkout Confirmation,,/ordercompleted.html
